student_id,department,year_level,gpa,avg_cs_grade,programming_languages,frameworks_tools,interests,preferred_difficulty,past_projects,num_past_projects,past_project_grades
STU-0440,Software Engineering,4,2.12,2.66,"Python, Java, Dart, CSS, HTML, JavaScript","iOS SDK, Webpack, Git, React, Vue.js, React Native, Docker, VS Code","progressive web apps, mobile development, database design",Easy,Disease Outbreak Detection and Prediction System,1,2.33
STU-0441,Information Systems,4,3.77,3.65,"Java, Python, SQL","Excel, Pandas, SAP, Tableau, ERP Systems, SQL Server, SQL, Oracle ERP","enterprise resource planning, business intelligence",Medium,Metadata Extraction for Information Discovery; Gene Expression Analysis Framework; Moving Average Filtering System for Noise Reduction; Supplier Evaluation and Selection Framework,4,4.32; 3.72; 3.92; 3.77
STU-0442,Cybersecurity,3,2.95,2.7,"Linux, Python","PyTorch, SOAR, Git, Wireshark, Docker","AI security, incident response",Medium,Random Number Generator Testing Framework; Playbook Recommendation Engine for Incident Handling; Federated Learning Security Framework; Web Application Firewall Development for Attack Prevention,4,2.95; 2.87; 2.47; 3.11
STU-0443,Information Technology,4,3.18,3.23,"Go, C, Bash, Python","Kubernetes, Terraform, GCP, AWS, Ansible, Docker","cloud infrastructure, storage systems, database administration",Medium,Document Database Modeling for Semi-Structured Data; Query Rewriting Engine for SQL Optimization; IoT Sensor Network Framework for Data Collection; Data Classification Framework for Information Security; Canary Deployment Analysis Framework for Risk Assessment,5,3.43; 3.13; 3.43; 3.96; 3.12
STU-0444,Information Systems,3,3.07,3.31,"Python, JavaScript, SQL","Excel, Airflow, Tableau, Dynamics CRM, BigQuery, ETL Tools, Redshift","data warehouse, customer relationship management",Medium,Customer Retention Analysis System for Churn Prevention; Smart City Integration Framework; Markdown Optimization for Retail Pricing,3,3.27; 2.79; 3.25
STU-0445,Computer Science,4,3.53,3.44,"C++, Python","Pandas, Git, Graph-tool, Linux, Docker","graph algorithms, recommendation systems, quantum computing",Hard,Convolutional Neural Network for Object Classification in Visual Recognition Systems,1,3.34
STU-0446,Cybersecurity,3,3.07,2.9,"Assembly, C, Linux","PyTorch, Wireshark, Linux, Docker, IDA Pro","malware analysis, AI security",Easy,k-Anonymity Algorithm Implementation for Data Anonymization; Key Recovery Algorithm for Cryptographic Analysis; Real-Time Packet Analysis System for Network Security and Threat Detection; Penetration Test Automation for Systematic Assessment; Connected Vehicle Security Platform,5,2.75; 2.75; 2.65; 2.77; 2.37
STU-0447,Information Systems,3,3.73,3.65,"Java, SQL, JavaScript, Python","Excel, React, Tableau, Salesforce, CRM Platforms, Dynamics CRM, SQL","customer relationship management, retail systems",Medium,Reference Data Management System for Organizational Standards,1,3.89
STU-0448,Computer Science,4,3.28,3.51,"C++, R, Python","PyTorch, CUDA, Git, Linux, OpenCV","computer vision, machine learning, natural language processing",Easy,Deep Learning Framework for Image Recognition and Visual Feature Extraction; Non-linear Regression Approach to Rainfall Forecasting Using Meteorological Data; Quantum Machine Learning Framework for Quantum ML; Support Vector Regression for Continuous Value Prediction in Machine Learning,4,2.94; 3.71; 3.44; 3.01
STU-0449,Information Systems,4,2.32,2.07,"Java, SQL, Python","Excel, Pandas, Visualization Tools, Tableau, ERP Systems, SQL","supply chain, decision support, data warehouse",Easy,ETL Pipeline Development for Data Integration; Public Finance Transparency Dashboard,2,2.18; 2.28
STU-0450,Software Engineering,3,3.07,3.28,"Python, Java, Go, C#","Kubernetes, Terraform, Git, Spring Boot, Jenkins, Ansible","devops, enterprise systems",Medium,Government Asset Management System; Performance Regression Testing System,2,2.57; 3.35
STU-0451,Cybersecurity,4,3.54,3.45,"Bash, Linux, Python","Elasticsearch, SOAR, SIEM, MISP, Wireshark, Linux","threat intelligence, incident response, network security",Hard,Continuous Authentication System for Session Security; Application Artifacts Analysis for Forensic Investigation; Data Residency Enforcement and Validation; Timeline Analysis Tool for Digital Investigation; HIPAA Compliance Checking System for Healthcare Data; Botnet Detection for IoT Devices for Malware Prevention,6,3.56; 3.56; 3.81; 3.53; 3.88; 3.04
STU-0452,Software Engineering,4,3.56,3.3,"Python, Java, Kotlin, Dart","Android SDK, iOS SDK, Git, Selenium, Jest, React Native","mobile development, testing, e-commerce",Hard,Automated Penetration Testing Framework for Security Assessment; API Authentication Framework for Secure Access,2,3.5; 3.26
STU-0453,Software Engineering,3,3.7,3.87,"Python, Java, Go, C#, JavaScript","Kubernetes, Terraform, Git, Django, Spring Boot, Docker","software architecture, cloud computing, UI/UX design",Medium,Cloud Data Encryption Framework for Data Protection; Distributed Storage System with Fault Tolerance and Replication; Cloud Energy Consumption Tracking; System Testing Automation Platform for End-to-End Validation,4,3.28; 4.13; 3.76; 3.26
STU-0454,Cybersecurity,3,3.04,3.31,"C, Linux, Python","Wireshark, Scapy, Linux, Embedded Systems, Nmap, Metasploit, MQTT","IoT security, cryptography",Medium,Machine Learning-Based Network Traffic Classification for Protocol Identification; Automated Incident Response Orchestration; Botnet Detection for IoT Devices for Malware Prevention; Continuous Authentication System for Session Security; Cloud Data Encryption Framework for Data Protection,5,3.22; 3.18; 3.44; 2.76; 3.15
STU-0455,Information Technology,4,3.09,3.23,"Python, Bash, SQL","PostgreSQL, Ansible, Windows Server, Docker, Linux, MongoDB, Monitoring Tools","database administration, system administration, storage systems",Medium,Cloud Resource Tagging and Governance,1,2.33
STU-0456,Information Technology,3,3.85,3.68,"Go, Bash, Python","Energy Monitoring, Prometheus, Docker, Linux","green IT, monitoring, edge computing",Medium,Edge Computing Platform for Distributed Processing; Livestock Tracking System for Animal Tracking; Distributed Tracing System for Request Flow Tracking; Sustainability Metrics Dashboard; Cloud Networking Architecture for Secure Communication,5,4.0; 3.98; 3.49; 4.27; 3.44
STU-0457,Information Technology,4,3.02,2.89,"Bash, Python","Energy Monitoring, Cloud Platforms, Puppet, Docker, Linux, Monitoring Tools","green IT, system administration, infrastructure automation",Medium,Service Orchestration Framework for Workflow Management,1,2.88
STU-0458,Information Technology,3,3.15,3.51,"Go, Bash, Python","Kubernetes, Helm, Terraform, Jenkins, Podman, Pulumi","containerization, infrastructure automation",Medium,Saga Pattern for Distributed Transactions in Microservices; Bulkhead Pattern for Isolation; Distributed Cache System for Performance Enhancement; Log Aggregation System for Centralized Logging; Infrastructure Provisioning Automation Framework,5,2.93; 2.63; 2.63; 3.69; 3.41
STU-0459,Information Technology,3,2.87,3.3,"C++, Bash, Python","Kubernetes, Hyper-V, KVM, Docker, Linux, Arduino, Embedded Systems","virtualization, IoT",Easy,Refurbishment Program Tracking; Smart Grid Energy Management for Utility Optimization; Botnet Detection for IoT Devices for Malware Prevention; Database Replication Architecture for High Availability,4,2.79; 2.85; 3.28; 2.52
STU-0460,Computer Science,4,2.32,2.61,"C++, Python","PyTorch, CUDA, Git, NumPy","generative ai, optimization",Medium,Resource Optimization for Data Centers; A/B Testing Framework for UI Optimization; Performance Optimization for Large-Scale SPA; Deep Learning Framework for Image Recognition and Visual Feature Extraction; Format Normalization for Data Uniformity; Virtual Screening Platform for Drug Discovery,6,2.1; 2.11; 2.51; 1.49; 2.45; 2.45
STU-0461,Information Technology,3,2.82,2.67,"C, Bash, Python","Kubernetes, Helm, Podman, Netmiko, Scapy, Docker, Wireshark","networking, containerization",Easy,Canary Release Framework for Gradual Rollout; Throttling System for Traffic Control; Queue Management for Message Queuing; Edge Data Processing for Local Analytics,4,2.6; 2.76; 2.47; 2.36
STU-0462,Information Technology,3,2.62,2.56,"Go, Bash, Python","Terraform, PostgreSQL, Jenkins, Ansible, Pulumi, Docker, Linux, MongoDB","infrastructure automation, database administration",Easy,Data Deduplication Engine for Storage Optimization; Sustainability Reporting Framework; Green Cloud Provider Selection Tool,3,2.56; 2.52; 1.6
STU-0463,Cybersecurity,3,3.58,3.79,"C, Bash, Linux","Burp Suite, Requests, Wireshark, Scapy, Linux","penetration testing, cryptography",Medium,Timeline Analysis Tool for Event Sequence Reconstruction; Differential Privacy Budget Management System; Cross-Site Request Forgery (CSRF) Token Management System; Network Anomaly Detection Using Statistical Methods; Threat Intelligence Platform for Threat Data Aggregation,5,3.87; 3.75; 4.02; 3.69; 3.82
STU-0464,Information Technology,4,3.27,3.57,"Go, Bash, Python","Kubernetes, Energy Monitoring, Terraform, GCP, AWS, Ansible, Docker","cloud infrastructure, green IT",Medium,Distributed Transaction Coordination System; Index Optimization Framework for Query Performance,2,3.27; 3.08
STU-0465,Computer Science,4,1.7,1.8,"C++, Python","PyTorch, Git, OR-Tools, NumPy","optimization, reinforcement learning, bioinformatics",Easy,Competitive Analysis Framework for Market Intelligence; JSON Data Parser and Validator for Serialized Data; Bagging Framework with Bootstrap Sampling for Variance Reduction; Game Engine Framework for 2D/3D Game Development,4,1.82; 1.69; 1.2; 1.86
STU-0466,Software Engineering,4,1.75,1.79,"Python, Java, CSS, HTML, JavaScript","Webpack, Git, React, Django, Spring Boot, Vue.js","web development, microservices, database design",Easy,Snapshot Management Framework for Point-in-Time Recovery; Database Caching Strategy Optimization; Persistent Volume Management for Data Storage; Web Vitals Monitoring Framework; Circuit Breaker Pattern for Failure Handling; Voice Chat System for Audio Communication,6,2.15; 1.85; 1.53; 1.56; 1.47; 1.71
STU-0467,Software Engineering,4,2.93,3.34,"Go, JavaScript, Python","Postman, Swagger, Terraform, Git, Ansible","API development, devops",Easy,Multi-Channel Notification Hub for Omnichannel Delivery,1,2.84
STU-0468,Software Engineering,3,3.08,3.55,"Go, CSS, JavaScript, Python","Kubernetes, Terraform, React, Git","cloud computing, web development, microservices",Easy,Multi-Cloud Deployment Strategy Framework,1,2.29
STU-0469,Computer Science,3,2.91,2.46,Python,"PyTorch, Git, SpaCy, Docker, Linux, Jupyter","natural language processing, reinforcement learning, graph algorithms",Easy,Dependency Parsing Framework for Syntactic Analysis and Grammatical Relations; Gated Recurrent Unit Architecture for Time Series Analysis and Forecasting; Ligand-Protein Binding Affinity Prediction; Phylogenetic Tree Construction Framework,4,3.25; 2.81; 2.27; 3.12
STU-0470,Software Engineering,3,2.2,2.69,"Python, CSS, HTML, JavaScript, Bash","Kubernetes, Git, React, Vue.js, Docker","UI/UX design, devops, web development",Easy,Configuration Management System for Environment Consistency; Timeout Handler for Operation Timeouts; Virtual Classroom Platform for Online Learning,3,1.09; 2.18; 2.53
STU-0471,Information Systems,3,3.25,2.97,"Python, SQL","Excel, SAP, Airflow, Tableau","data warehouse, enterprise resource planning",Easy,Six Sigma Quality Improvement System; Task Assignment and Tracking System for Workflow Management; Citizen Services Platform for Public Services Delivery,3,2.73; 2.86; 3.33
STU-0472,Computer Science,3,3.08,2.91,"R, Python","Git, Linux, Jupyter, Cirq, Qiskit","quantum computing, machine learning, optimization",Medium,Bot Detection Framework for Web Services and Automated Attacks; Hierarchical Clustering Analysis for Organizational Structure and Taxonomy Development; Binary Classification System for Medical Disease Diagnosis: A Healthcare Analytics Approach,3,3.55; 3.11; 3.5
STU-0473,Software Engineering,4,3.74,3.2,"C++, Java, Go","Kubernetes, Git, Spring Boot, RabbitMQ, Docker, Unity, gRPC, FastAPI","microservices, game development, e-commerce",Medium,Auto-Scaling Policy Optimization System; Database Query Optimization Engine for SQL Performance; Notification Preference Management for User Settings,3,3.68; 4.03; 4.09
STU-0474,Information Technology,4,2.04,1.98,"C++, C, Bash, Python","Sensors, Docker, Linux, Arduino, Raspberry Pi, Embedded Systems, Monitoring Tools, MQTT","IoT, green IT, storage systems",Medium,Wearable Device Framework for Health and Fitness Tracking; Account Lockout Management for Attack Prevention; Performance Metrics Collection for Metric Gathering; Permission Management Framework for Access Control,4,2.46; 2.41; 2.59; 1.78
STU-0475,Information Systems,4,2.57,2.37,"Java, SQL, Python","Excel, Pandas, Scikit-learn, Tableau, ERP Systems","supply chain, decision support, retail systems",Easy,Store Layout Optimization for Sales Maximization; Six Sigma Quality Improvement System,2,2.39; 1.86
STU-0476,Information Systems,3,3.92,3.44,"Java, SQL, JavaScript","Excel, NumPy, Tableau, Salesforce, CRM Platforms, Dynamics CRM, Jupyter","customer relationship management, data analytics, retail systems",Medium,Lead Scoring Model for Sales Opportunity Prioritization; Profitability Analysis System for Financial Performance; Data Warehouse Performance Tuning for Scalability,3,4.21; 3.86; 3.87
STU-0477,Information Technology,3,2.99,2.83,"Go, Bash, Python","Terraform, Jenkins, Ansible, Prometheus, Docker, Linux, Nagios","monitoring, infrastructure automation, networking",Medium,Real-Time OT Network Monitoring System; Web Vitals Monitoring Framework; Unauthorized Device Detection Framework; Infrastructure Compliance Monitoring and Remediation; Container Orchestration Optimization for Performance,5,2.48; 3.37; 2.26; 3.08; 3.18
STU-0478,Information Systems,3,2.6,2.27,"Java, SQL, JavaScript, Python","Excel, React, FHIR, HL7, Healthcare Platforms","healthcare systems, retail systems",Easy,Project Allocation System for Resource Scheduling; Loyalty Program Management System for Customer Retention,2,2.48; 2.51
STU-0479,Computer Science,3,2.43,2.53,"C++, Python","PyTorch, CUDA, Git, NumPy, Keras","neural networks, algorithms",Medium,Autoregressive Model for Sequential Generation; Neural Ordinary Differential Equations (Neural ODE); Delaunay Triangulation for Point Cloud Triangulation; Structure from Motion (SfM) Algorithm Implementation; Retrieval-Based Question Answering Framework for Information Retrieval Systems,5,2.12; 2.5; 2.32; 3.36; 2.14
STU-0480,Cybersecurity,4,3.73,4.09,"C, Bash, Linux, Python","SOAR, SIEM, Wireshark, Scapy, Linux, Splunk, ELK Stack","incident response, network security",Medium,Cloud Forensics Investigation System for Cloud Artifacts; Endpoint Detection and Response (EDR) Platform Development; Cloud Compliance Monitoring for Regulatory Adherence; Real-Time OT Network Monitoring System; Malware Traffic Analysis System for Detecting Malicious Network Behavior,5,3.64; 3.85; 3.63; 4.57; 3.85
STU-0481,Information Systems,3,2.3,1.96,"Java, SQL, JavaScript, Python","Excel, Activiti, Spring Boot, Tableau, SQL, BPMN, Camunda","business process management, e-government, enterprise resource planning",Medium,Capacity Planning Framework for Resource Management; Offer Management System for Job Offers; Rough-Cut Capacity Planning Algorithm,3,2.28; 2.21; 1.94
STU-0482,Software Engineering,4,3.84,3.82,"Python, C#, JavaScript, C++","Blender, Git, React, Django","game development, web development",Hard,Task Assignment System for Task Allocation; Webhook Handler for Webhook Processing,2,4.32; 4.13
STU-0483,Information Systems,4,3.48,3.92,"Python, SQL","Excel, Pandas, Tableau, Scikit-learn","business intelligence, decision support",Easy,Court Management System,1,3.77
STU-0484,Information Systems,3,3.32,3.34,"Java, SQL, Python","Excel, Activiti, SAP, Tableau, SQL, BPMN","business process management, enterprise resource planning, data analytics",Medium,Digital Government Portal Development; Non-Conformance Tracking and Resolution; Data-Driven Decision Support for Strategic Planning,3,3.57; 3.19; 2.84
STU-0485,Information Technology,4,3.74,3.48,"C++, Bash, Python","Kubernetes, Hyper-V, Sensors, KVM, Docker, Arduino","virtualization, IoT",Medium,Radiotherapy Planning Optimization System for Dose Calculation; Reverse Logistics Management; Multi-Cloud Management System for Cloud Orchestration,3,3.38; 3.21; 3.49
STU-0486,Information Systems,4,3.65,3.49,"Java, SQL, Python","Excel, Activiti, FHIR, HL7, Healthcare Platforms, Tableau, Docker","healthcare systems, business process management, e-government",Hard,Land Registry and Property Management System; Organization Chart for Hierarchical Visualization; Reference Data Management System for Organizational Standards,3,3.06; 3.39; 4.05
STU-0487,Information Systems,4,3.98,3.76,"SQL, Python","Excel, Apache Atlas, HL7, Healthcare Platforms, Tableau, Collibra","data governance, healthcare systems, data warehouse",Hard,Data Quality Framework for Data Governance,1,3.65
STU-0488,Software Engineering,3,3.51,3.55,"Go, CSS, JavaScript, Python","Postman, Webpack, Git, React","API development, progressive web apps",Medium,Bulkhead Pattern for Isolation; User Journey Mapping System,2,3.7; 3.54
STU-0489,Information Technology,3,2.15,1.96,"Bash, Python","Kubernetes, Hyper-V, KVM, Docker, Linux","virtualization, system administration",Easy,Carbon Footprint Calculator for IT,1,2.48
STU-0490,Software Engineering,3,2.59,2.18,"C++, Python, C#, CSS, HTML","React, Git, Django, Blender, Unreal Engine","game development, web development, e-commerce",Easy,Accessibility Testing Automation Framework; Dictionary Application for Word Lookup,2,2.65; 2.9
STU-0491,Software Engineering,3,3.69,4.11,"Python, Java, Kotlin, Dart, Go, Swift","Android SDK, iOS SDK, Git, Android Studio, React Native, Prometheus, Docker","mobile development, devops, software architecture",Medium,Composite Pattern for Hierarchical Structure; Word Game for Linguistic Entertainment; Automated Unit Testing Framework for Code Quality; Comment Thread System for Threaded Discussions; Decorator Pattern for Dynamic Behavior Addition,5,3.92; 3.79; 3.43; 4.11; 3.98
STU-0492,Information Technology,4,2.26,2.27,"Go, C, Bash, Python","Kubernetes, Helm, Podman, Azure Blob","containerization, storage systems",Easy,Infrastructure Rollback Automation for Failed Deployments; Developer Experience Measurement Framework; Database Replication Strategy Framework,3,2.09; 2.68; 2.78
STU-0493,Computer Science,4,3.25,3.4,"R, Python","Pandas, Git, Biopython, NumPy, Linux","bioinformatics, deep learning, neural networks",Medium,Spiking Neural Network Implementation for Event-Based Processing; Transformer Model Implementation for Sequence Transduction and Neural Machine Translation,2,2.7; 3.71
STU-0494,Cybersecurity,4,3.56,3.79,"Python, Linux, Assembly, SQL, C","Excel, Pandas, Wireshark, Linux, IDA Pro","malware analysis, compliance, cloud security",Hard,Attribute-Based Access Control (ABAC) System; Identity and Access Management System for Cloud Platforms; Two-Factor Authentication System for Enhanced Security,3,3.92; 3.57; 3.69
STU-0495,Information Systems,4,3.08,3.32,"Python, SQL","Excel, Pandas, Visualization Tools, Tableau, SQL Server","business intelligence, supply chain, healthcare systems",Medium,Business Intelligence Strategy Formulation System; Public Records Management Framework; Spatial Transcriptomics Analysis Framework,3,3.12; 2.95; 3.32
STU-0496,Software Engineering,4,2.81,2.89,"Java, C#, JavaScript, Python","Kubernetes, Git, Spring Boot, Django, Docker","software architecture, e-commerce, progressive web apps",Easy,Repository Pattern Implementation for Data Access; Insurance Management System for Insurance Administration; Inclusive Component Library,3,3.06; 3.25; 2.84
STU-0497,Cybersecurity,4,2.79,2.98,"Java, Bash, Linux","SOAR, LDAP, SIEM, Wireshark, Linux","incident response, access control, IoT security",Medium,Fuzzing Engine for Vulnerability Discovery; Credit Card Fraud Detection System Using Machine Learning Classification,2,3.0; 2.34
STU-0498,Software Engineering,3,2.24,2.4,"Java, CSS, JavaScript, Python","Webpack, Git, Pytest, Jest","testing, progressive web apps",Easy,Vulnerability Prediction Model Using Machine Learning; Radiotherapy Planning Optimization System for Dose Calculation,2,2.75; 2.35
STU-0499,Information Systems,3,2.19,2.52,"Python, SQL","Excel, Airflow, Tableau, Jupyter, BigQuery","data warehouse, data analytics, customer relationship management",Easy,Data Warehouse Performance Tuning for Scalability; Payment Gateway Integration Framework,2,2.53; 1.87
STU-0500,Information Technology,3,1.97,2.36,"Go, C++, Bash, Python","Kubernetes, Helm, Podman, TensorFlow Lite, Docker, ONNX Runtime","edge computing, containerization, monitoring",Medium,Sharding Strategy for Data Partitioning,1,2.91
